Full_Name;Name;Species;Family;Genus;Temperature;Temp_test;pH;pH_test;Inactivation;CT[mg*min/L]or[mWs/cm2];CT_test;Disinfectant;Source;Reference;GenomeT;GenomeS;GenomeSeg;Envelope;Cell;Method 
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;8;8;99.99;<0.08;0.08;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;7;7;99;600;600;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;7;7;99.9;1000;1000;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;7;7;99.99;1500;1500;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;8;8;99;990;990;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;8;8;99.9;1600;1600;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;8;8;99.99;2300;2300;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV40 (Dugan);Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;5;5;7;7;99;90;90;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV40 (Dugan);Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;5;5;8;8;99;360;360;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV41 (clinical isolate);Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;5;5;7;7;99;58;58;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV41 (clinical isolate);Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;5;5;7;7;99.9;190;190;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV41 (clinical isolate);Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;5;5;8;8;99;190;190;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99;270;270;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.9;390;390;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.99;500;500;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99;240;240;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.9;330;330;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.99;420;420;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99;510;510;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.9;710;710;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.99;900;900;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99;670;670;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.9;900;900;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.99;1100;1100;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99;8;8;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.9;15;15;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.99;42;42;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99;8;8;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.9;18;18;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99;1000;1000;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.9;1300;1300;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.99;1500;1500;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99;880;880;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.9;1200;1200;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.99;1400;1400;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;7;7;99;26;26;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;7;7;99.9;70;70;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;7;7;99.99;150;150;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;8;8;99;36;36;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;8;8;99.9;78;78;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;8;8;99.99;170;170;Chloramine (-mono);CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;7.2;7.2;99;>1.44 to <2.52;1.98;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;7.2;7.2;99.9;>2.52 to <3.95;3.235;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;7.2;7.2;99.99;>3.95 to <6.76;5.355;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;7.2;7.2;99;>0.98 to <1.92;1.45;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;7.2;7.2;99.9;>1.92 to <4.41;3.165;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;7.2;7.2;99.99;>4.41 to <7.73;6.07;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;7.2;7.2;99;>0.74 to <1.47;1.105;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;7.2;7.2;99.9;>1.47 to <2.88;2.175;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;7.2;7.2;99.99;>2.88 to <6.68;4.78;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;5.6;5.6;99;>1.65 to <3.80;2.725;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;5.6;5.6;99.9;>3.80 to <6.68;5.24;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;5.6;5.6;99.99;>8.86 to <10.5;9.68;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;8.2;8.2;99;>0.43 to <1.61;1.02;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;8.2;8.2;99.9;>1.61 to <3.59;2.6;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;20;20;8.2;8.2;99.99;>3.59 to <5.98;4.785;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;4;4;7.2;7.2;99;>0.91 to <1.75;1.33;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;4;4;7.2;7.2;99.9;>3.93 to <6.65;5.29;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;4;4;7.2;7.2;99.99;>8.53 to <9.83;9.18;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;36;36;7.2;7.2;99;>0.84 to <1.62;1.23;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;36;36;7.2;7.2;99.9;>0.84 to <1.62;1.23;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
Enterovirus 71;Enterovirus 71;Enterovirus A;Picornaviridae;Enterovirus;36;36;7.2;7.2;99.99;>1.62 to <5.97;3.795;Chlorine dioxide;BDF;Jin et al. 2013;RNA;ss;N;N;RD;TCID50
